,datetime,Daily Precipitation (in),Daily Snow Depth (in),Daily Average Temperature (F),Daily Maximum Temperature (F),Daily Minimum Temperature (F),Daily Water Equivalent (in),station,Year,Month,Density (%),Density (kg/m3),Daily Precipitation (cm),Daily Snow Depth (cm),Daily Water Equivalent (cm),Daily Average Temp (C)
10096,2022-05-21,0.0,31.0,31.28,40.64,22.64,12.6,Brackett,2022,5,40.64516129032258,406.45161290322574,0.0,78.74,32.004,-0.39999999999999936
10097,2022-05-22,0.0,31.0,33.62,44.24,26.6,12.5,Brackett,2022,5,40.32258064516129,403.22580645161287,0.0,78.74,31.75,0.8999999999999986
8270,2022-05-22,0.0,,35.6,45.5,29.66,,Sacajawea,2022,5,,,0.0,,,2.000000000000001
10098,2022-05-23,0.0,29.0,40.28,50.54,30.92,12.5,Brackett,2022,5,43.103448275862064,431.03448275862064,0.0,73.66,31.75,4.6000000000000005
8271,2022-05-23,0.0,,40.46,51.44,29.48,,Sacajawea,2022,5,,,0.0,,,4.7
10099,2022-05-24,0.0,29.0,43.16,54.86,34.7,12.2,Brackett,2022,5,42.068965517241374,420.6896551724137,0.0,73.66,30.988,6.199999999999998
8272,2022-05-24,0.0,,44.24,55.22,35.06,,Sacajawea,2022,5,,,0.0,,,6.800000000000001
8273,2022-05-25,0.0,,48.2,61.88,34.7,,Sacajawea,2022,5,,,0.0,,,9.000000000000002
10100,2022-05-25,0.0,28.0,47.48,59.0,36.68,11.3,Brackett,2022,5,40.35714285714286,403.5714285714286,0.0,71.12,28.702,8.599999999999998
10101,2022-05-26,0.0,26.0,54.68,66.2,43.7,10.0,Brackett,2022,5,38.46153846153847,384.61538461538464,0.0,66.04,25.4,12.600000000000001
8274,2022-05-26,0.0,,56.3,69.44,38.66,,Sacajawea,2022,5,,,0.0,,,13.499999999999998
8275,2022-05-27,0.7,,51.8,59.72,44.06,,Sacajawea,2022,5,,,1.7779999999999998,,,10.999999999999998
10102,2022-05-27,0.5,22.0,48.2,56.12,41.36,8.4,Brackett,2022,5,38.18181818181819,381.81818181818187,1.27,55.88,21.336000000000002,9.000000000000002
8276,2022-05-28,0.6,,43.52,50.72,39.2,,Sacajawea,2022,5,,,1.524,,,6.400000000000002
10103,2022-05-28,0.9,18.0,40.82,48.38,36.86,7.4,Brackett,2022,5,41.111111111111114,411.11111111111114,2.286,45.72,18.796000000000003,4.9
10104,2022-05-29,1.5,17.0,37.4,47.84,34.52,6.7,Brackett,2022,5,39.411764705882355,394.11764705882354,3.81,43.18,17.018,2.999999999999999
8277,2022-05-29,1.1,,40.28,46.4,37.4,,Sacajawea,2022,5,,,2.7940000000000005,,,4.6000000000000005
8278,2022-05-30,0.3,,39.2,41.72,37.58,,Sacajawea,2022,5,,,0.762,,,4.000000000000002
10105,2022-05-30,0.3,17.0,36.14,38.48,34.88,6.7,Brackett,2022,5,39.411764705882355,394.11764705882354,0.762,43.18,17.018,2.3000000000000003
10106,2022-05-31,0.0,17.0,38.84,50.0,34.16,6.5,Brackett,2022,5,38.23529411764706,382.3529411764706,0.0,43.18,16.51,3.800000000000002
8279,2022-05-31,0.0,,41.18,51.62,33.08,,Sacajawea,2022,5,,,0.0,,,5.1
10107,2022-06-01,0.0,14.0,43.16,54.5,34.34,5.9,Brackett,2022,6,42.142857142857146,421.42857142857144,0.0,35.56,14.986,6.199999999999998
8280,2022-06-01,0.0,,44.24,56.12,32.18,,Sacajawea,2022,6,,,0.0,,,6.800000000000001
10108,2022-06-02,0.0,13.0,45.5,58.1,37.22,5.0,Brackett,2022,6,38.46153846153847,384.61538461538464,0.0,33.02,12.7,7.5
8281,2022-06-02,0.0,,47.12,58.1,36.14,,Sacajawea,2022,6,,,0.0,,,8.399999999999999
10109,2022-06-03,0.2,10.0,47.66,60.98,38.84,4.0,Brackett,2022,6,40.0,400.0,0.508,25.4,10.16,8.699999999999998
8282,2022-06-03,0.4,,48.56,64.4,38.3,,Sacajawea,2022,6,,,1.016,,,9.200000000000001
8283,2022-06-04,0.6,,50.72,62.06,38.66,,Sacajawea,2022,6,,,1.524,,,10.399999999999999
10110,2022-06-04,0.6,6.0,49.82,61.7,41.72,2.6,Brackett,2022,6,43.333333333333336,433.33333333333337,1.524,15.24,6.604,9.899999999999999
10111,2022-06-05,0.9,2.0,44.96,54.86,40.82,1.1,Brackett,2022,6,55.00000000000001,550.0000000000001,2.286,5.08,2.7940000000000005,7.200000000000001
8284,2022-06-05,0.8,,47.12,57.56,40.28,,Sacajawea,2022,6,,,2.032,,,8.399999999999999
10112,2022-06-06,0.9,1.0,40.82,47.48,37.94,0.3,Brackett,2022,6,30.0,300.0,2.286,2.54,0.762,4.9
8285,2022-06-06,0.7,,43.16,50.72,37.04,,Sacajawea,2022,6,,,1.7779999999999998,,,6.199999999999998
10113,2022-06-07,0.1,1.0,42.62,52.52,37.04,0.2,Brackett,2022,6,20.0,200.0,0.254,2.54,0.508,5.899999999999999
8286,2022-06-07,0.0,,44.78,57.02,35.6,,Sacajawea,2022,6,,,0.0,,,7.1000000000000005
8287,2022-06-08,0.0,,48.02,60.26,35.06,,Sacajawea,2022,6,,,0.0,,,8.900000000000002
10114,2022-06-08,0.1,1.0,47.12,58.64,37.04,0.2,Brackett,2022,6,20.0,200.0,0.254,2.54,0.508,8.399999999999999
8288,2022-06-09,0.0,,54.68,64.94,45.32,,Sacajawea,2022,6,,,0.0,,,12.600000000000001
10115,2022-06-09,0.0,,52.52,61.16,42.62,,Brackett,2022,6,,,0.0,,,11.400000000000002
10116,2022-06-10,0.0,,56.66,68.9,48.92,,Brackett,2022,6,,,0.0,,,13.699999999999998
8289,2022-06-10,0.0,,59.18,69.62,47.84,,Sacajawea,2022,6,,,0.0,,,15.100000000000001
10117,2022-06-11,0.0,,49.64,60.44,44.42,,Brackett,2022,6,,,0.0,,,9.8
8290,2022-06-11,0.1,,51.98,62.42,44.6,,Sacajawea,2022,6,,,0.254,,,11.099999999999998
10118,2022-06-12,0.1,,47.3,53.96,43.34,,Brackett,2022,6,,,0.254,,,8.499999999999998
8291,2022-06-12,0.1,,49.1,56.12,43.88,,Sacajawea,2022,6,,,0.254,,,9.5
8292,2022-06-13,1.2,,42.8,49.1,36.32,,Sacajawea,2022,6,,,3.048,,,5.999999999999998
10119,2022-06-13,1.3,,39.74,47.48,33.62,,Brackett,2022,6,,,3.302,,,4.300000000000001
8293,2022-06-14,0.0,,39.38,44.78,35.42,,Sacajawea,2022,6,,,0.0,,,4.100000000000001
10120,2022-06-14,0.1,,35.06,40.28,31.82,,Brackett,2022,6,,,0.254,,,1.7000000000000013
8294,2022-06-15,0.0,,46.94,60.08,37.4,,Sacajawea,2022,6,,,0.0,,,8.299999999999999
10121,2022-06-15,0.1,,44.78,55.4,33.8,,Brackett,2022,6,,,0.254,,,7.1000000000000005
8295,2022-06-16,0.0,,55.4,71.6,37.22,,Sacajawea,2022,6,,,0.0,,,13.0
10122,2022-06-16,0.1,,56.84,69.44,42.26,,Brackett,2022,6,,,0.254,,,13.800000000000002
8296,2022-06-17,0.0,,63.86,80.96,45.68,,Sacajawea,2022,6,,,0.0,,,17.700000000000003
10123,2022-06-17,0.0,,65.3,78.8,51.26,,Brackett,2022,6,,,0.0,,,18.5
10124,2022-06-18,0.0,,64.04,74.3,52.88,,Brackett,2022,6,,,0.0,,,17.800000000000004
8297,2022-06-18,0.0,,66.2,75.92,54.5,,Sacajawea,2022,6,,,0.0,,,19.0
8298,2022-06-19,0.4,,49.46,58.82,39.38,,Sacajawea,2022,6,,,1.016,,,9.700000000000001
10125,2022-06-19,0.0,,47.84,56.3,37.76,,Brackett,2022,6,,,0.0,,,8.800000000000002
8299,2022-06-20,1.6,,42.44,50.36,37.94,,Sacajawea,2022,6,,,4.064,,,5.799999999999999
10126,2022-06-20,1.5,,39.38,44.78,35.24,,Brackett,2022,6,,,3.81,,,4.100000000000001
8300,2022-06-21,0.0,,49.28,60.98,40.64,,Sacajawea,2022,6,,,0.0,,,9.600000000000001
10127,2022-06-21,0.2,,48.2,57.92,37.94,,Brackett,2022,6,,,0.508,,,9.000000000000002
8301,2022-06-22,0.0,,60.44,71.96,41.72,,Sacajawea,2022,6,,,0.0,,,15.799999999999999
10128,2022-06-22,0.0,,57.92,69.08,45.32,,Brackett,2022,6,,,0.0,,,14.400000000000002
8302,2022-06-23,0.0,,60.8,75.38,44.78,,Sacajawea,2022,6,,,0.0,,,16.0
10129,2022-06-23,0.0,,60.44,72.5,48.56,,Brackett,2022,6,,,0.0,,,15.799999999999999
8303,2022-06-24,0.0,,50.9,66.02,32.36,,Sacajawea,2022,6,,,0.0,,,10.5
10130,2022-06-24,0.0,,49.46,63.5,33.26,,Brackett,2022,6,,,0.0,,,9.700000000000001
8304,2022-06-25,0.0,,45.14,58.46,31.82,,Sacajawea,2022,6,,,0.0,,,7.300000000000001
10131,2022-06-25,0.0,,43.7,55.4,32.54,,Brackett,2022,6,,,0.0,,,6.500000000000002
10132,2022-06-26,0.0,,54.14,68.36,38.84,,Brackett,2022,6,,,0.0,,,12.3
8305,2022-06-26,0.0,,52.88,70.88,34.52,,Sacajawea,2022,6,,,0.0,,,11.600000000000001
8306,2022-06-27,0.0,,60.8,75.92,44.24,,Sacajawea,2022,6,,,0.0,,,16.0
10133,2022-06-27,0.1,,63.68,74.3,53.6,,Brackett,2022,6,,,0.254,,,17.6
10134,2022-06-28,0.0,,65.84,79.52,57.56,,Brackett,2022,6,,,0.0,,,18.8
8307,2022-06-28,0.0,,64.58,79.52,50.18,,Sacajawea,2022,6,,,0.0,,,18.099999999999998
10135,2022-06-29,0.0,,58.82,68.36,48.2,,Brackett,2022,6,,,0.0,,,14.899999999999999
8308,2022-06-29,0.0,,57.56,71.6,41.9,,Sacajawea,2022,6,,,0.0,,,14.200000000000001
10136,2022-06-30,0.0,,55.04,66.2,44.24,,Brackett,2022,6,,,0.0,,,12.799999999999999
8309,2022-06-30,0.0,,54.14,68.72,38.3,,Sacajawea,2022,6,,,0.0,,,12.3
